assignment_id,entity_id,ticker,market_id,submarket,value_chain_role,assignment_type,relevance_tier,source,as_of_date,confidence_score,notes
ASG000050,ENT004028,TSE:5101,MKT0004,consumer; commercial; off-highway,manufacturer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.88,"Company text identifies tire products including consumer, commercial truck, and off-highway tires"
ASG000051,ENT004029,TSE:5105,MKT0004,passenger; truck,manufacturer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.90,Company text identifies Toyo Tire as a tire manufacturer
ASG000052,ENT004030,TSE:5108,MKT0004,passenger; truck; specialty,manufacturer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.93,Company text identifies Bridgestone as a major tire manufacturer with tire-related plants
ASG000053,ENT004031,TSE:5110,MKT0004,passenger; truck,manufacturer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.90,Company text identifies Sumitomo Rubber Industries as a tire manufacturer
ASG000054,ENT002471,MNRO,MKT0004,tire retail,distributor,downstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,Company text identifies automotive service and tire retail chain; downstream distribution rather than manufacturing
ASG000055,ENT002651,NSEI:BALKRISIND,MKT0004,off-highway,manufacturer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.86,Company text identifies off-highway tire manufacturing with OEM and replacement exposure; also has carbon black business
ASG000056,ENT004604,XTRA:CON,MKT0004,tires; industrial rubber,manufacturer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,Company text identifies Continental tire manufacturing and industrial rubber products; diversified exposure
ASG000057,ENT000700,CBT,MKT0004,carbon black; rubber additives,raw_material_supplier,upstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,"Company text identifies carbon black production, a reinforcing filler used in tires"
ASG000058,ENT002811,OEC,MKT0004,carbon black; rubber additives,raw_material_supplier,upstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,Company text identifies carbon black as a critical reinforcing filler in tires
ASG000059,ENT004636,XTRA:LXS,MKT0004,carbon black; rubber additives,raw_material_supplier,upstream_participant,adjacent,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.76,Company text identifies rubber additives sold to tire manufacturers; specialty chemicals exposure is broader
ASG000060,ENT000272,ASTL,MKT0005,sheet; plate,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.91,Company text identifies hot and cold rolled steel sheet and discrete plate production
ASG000061,ENT000785,CLF,MKT0005,sheet; plate; coated steel,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.95,"Company text identifies the largest flat-rolled steel producer in North America with hot-rolled, coated, cold-rolled, and plate products"
ASG000062,ENT002679,NSEI:JSWSTEEL,MKT0005,HRC; CRC; galvanized; tinplate,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.88,"Company text identifies flat steel products as the majority of revenue, with additional long and special steel exposure"
ASG000063,ENT002732,NUE,MKT0005,sheet; plate,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.88,"Company text identifies diversified steel production including sheet and plate, plus long products and downstream fabrication"
ASG000064,ENT003457,SHSE:600019,MKT0005,hot-rolled; cold-rolled; coated sheet,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.90,Company text identifies carbon steel hot/cold rolled coils and galvanized/coated sheets as majority revenue
ASG000065,ENT003658,STLD,MKT0005,hot-rolled; cold-rolled; coated,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.88,"Company text identifies flat-rolled steel as majority of steel tons, with long products also material"
ASG000066,ENT004315,TX,MKT0005,hot-rolled; cold-rolled; galvanized,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.88,"Company text identifies flat steel as the large majority of shipments, with long steel also present"
ASG000067,ENT003241,RS,MKT0005,steel service center,distributor,downstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,Company text identifies metals service centers distributing and processing carbon steel including flat rolled products
ASG000068,ENT003263,RYI,MKT0005,steel service center,distributor,downstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,Company text identifies metals service center with carbon flat-rolled products and processing services
ASG000069,ENT004541,WS,MKT0005,steel service center,distributor,downstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,Company text identifies carbon flat-rolled steel processing and electrical steel laminations; downstream processor rather than primary producer
ASG000070,ENT004632,XTRA:KCO,MKT0005,steel service center,distributor,downstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,"Company text identifies steel and metal distributor/service center with flat-roll, plate, and processing services"
ASG000071,ENT000587,BOVESPA:GGBR4,MKT0005,hot-rolled coil; plate,producer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.74,Company text identifies flat steel products as a smaller part of a broader long and special steel portfolio; mixed exposure
ASG000072,ENT002039,KOSE:A005490,MKT0005,hot-rolled; cold-rolled; electrical; plate,producer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.86,"Company text identifies POSCO steel products including hot-rolled, cold-rolled, electrical steel, stainless, and plates; holding company has non-steel exposure"
ASG000073,ENT002702,NSEI:TATASTEEL,MKT0005,hot-rolled; cold-rolled; galvanized,producer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.86,"Company text identifies flat products as majority of product mix, with long products and tubes also present"
ASG000074,ENT004041,TSE:5401,MKT0005,hot-rolled; cold-rolled; coated; electrical,producer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.86,Company text identifies flat products and broader steelmaking operations; long products also present
ASG000075,ENT000180,AMR,MKT0005,metallurgical coal; coke,raw_material_supplier,upstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,Company text identifies metallurgical coal sales to global steelmakers; upstream input mainly for blast furnace steelmaking
ASG000076,ENT003752,SXC,MKT0005,metallurgical coal; coke,raw_material_supplier,upstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.80,Company text identifies metallurgical coke supplied to integrated steel producers; upstream input mainly for blast furnace steelmaking
ASG000077,ENT000587,BOVESPA:GGBR4,MKT0006,rebar; structural; wire rod,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.90,"Company text identifies long steel as majority of revenue, including rebar, structural shapes, bars, and wire rod"
ASG000078,ENT000800,CMC,MKT0006,rebar; merchant bar; structural,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.94,"Company text identifies rebar, merchant bar, light structural, wire rod, and steel fabrication serving construction"
ASG000079,ENT002732,NUE,MKT0006,rebar; structural; merchant bar,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.88,"Company text identifies bar, structural steel, rebar, joists, and deck alongside flat products"
ASG000080,ENT003532,SIM,MKT0006,structural; rebar; wire rod,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.90,"Company text identifies structural steel, rebar, wire rod, and SBQ production"
ASG000081,ENT003658,STLD,MKT0006,structural; rebar; merchant bar,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.88,"Company text identifies long products including structural beams, rail, rebar, and merchant bar alongside flat products"
ASG000082,ENT003241,RS,MKT0006,steel service center,distributor,downstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.80,"Company text identifies metal service center distributing structural, pipe/tube, and carbon steel products; downstream channel role"
ASG000083,ENT003263,RYI,MKT0006,steel service center,distributor,downstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.80,"Company text identifies service center selling bars, plates, structural, and tubing; downstream channel role"
ASG000084,ENT004632,XTRA:KCO,MKT0006,steel service center,distributor,downstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.80,"Company text identifies steel distributor/service center with long products including bar, tube, and structural products"
ASG000085,ENT002679,NSEI:JSWSTEEL,MKT0006,rebar; wire rod,producer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,Company text identifies long steel products including TMT rebar and wire rod; flat products are larger
ASG000086,ENT002702,NSEI:TATASTEEL,MKT0006,rebar; wire rod; structural,producer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,"Company text identifies long products including rebars, wire rods, and structural sections; flat products are larger"
ASG000087,ENT004041,TSE:5401,MKT0006,bars; shapes,producer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.80,"Company text identifies long products including bars and shapes, but broader steel mix is diversified"
ASG000088,ENT004315,TX,MKT0006,rebar; wire rod; structural,producer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.76,"Company text identifies long steel products including rebar, wire rod, and structural shapes, though flat steel dominates"
ASG000089,ENT000210,APA,MKT0007,oil-weighted,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.92,"Company text identifies a mid-cap E&P company with Permian, Egypt, and North Sea production"
ASG000090,ENT000852,COP,MKT0007,oil and gas,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.95,"Company text identifies the largest independent E&P company with crude oil, natural gas, and NGL production"
ASG000091,ENT000948,CTRA,MKT0007,mixed oil/gas,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.92,"Company text identifies diversified E&P assets in Permian, Marcellus, and Anadarko with oil, gas, and NGL production"
ASG000092,ENT002430,MGY,MKT0007,oil-weighted shale,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.90,Company text identifies an independent E&P focused on Eagle Ford and Austin Chalk production
ASG000093,ENT002691,NSEI:ONGC,MKT0007,oil and gas,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.90,Company text identifies upstream E&P revenue from crude oil and natural gas
ASG000094,ENT003389,SEHK:883,MKT0007,offshore,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.91,Company text identifies a major offshore oil and gas producer
ASG000095,ENT003565,SM,MKT0007,shale,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.90,"Company text identifies a mid-cap E&P company operating in Midland Basin, Eagle Ford/Austin Chalk, and Uinta Basin"
ASG000096,ENT004217,TSX:CNQ,MKT0007,oil and gas,producer,focal_market_member,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.91,"Company text identifies a large oil and gas producer with heavy oil, synthetic crude, light oil, gas, and offshore assets"
ASG000097,ENT003551,SLB,MKT0007,oilfield services,service_provider,upstream_participant,core,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.90,Company text identifies oilfield services and technology for the global oil and gas industry
ASG000098,ENT001871,INVX,MKT0007,completion tools; subsea equipment,equipment_provider,upstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,"Company text identifies downhole completion tools, wellhead, and subsea production equipment sold to E&P operators"
ASG000099,ENT002627,NOV,MKT0007,drilling equipment,equipment_provider,upstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,"Company text identifies drilling rigs, wellbore technologies, completion and production equipment for E&P and drilling contractors"
ASG000100,ENT000554,BME:REP,MKT0007,integrated,producer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.74,"Company text identifies upstream E&P production but company is integrated across refining, chemicals, customer, and low-carbon generation; human review useful"
ASG000101,ENT001303,ENXTPA:TTE,MKT0007,integrated,producer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.74,"Company text identifies upstream E&P and LNG exposure but company is integrated across refining, chemicals, fuel retail, and power; human review useful"
ASG000102,ENT002584,NFG,MKT0007,gas-weighted integrated,producer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.76,Company text identifies integrated upstream and gathering earnings with utility and pipeline segments; human review useful
